Item_ID	Sentence	NP	RC	MatSubj	MatV	Det	HeadNoun	HeadSpecificity	Matrix Clause Structure	Adjacency	Type of Antecedent	Relativizer	RCSubj	RCSubjType	RClength	Comments	Speaker_ID	Speaker_sex	Speaker_birthdate	Speaker_Age	Speaker_dialect	Speaker_education	Speaker_payment	TURNinCONV	TOPinCONV	Speaker_AB	Conversation_ID	Conversation_topic_ID	Conversation_topic	Conversation_transcription-difficulty	Conversation_topic-variability	Conversation_naturalness
94059:21	"probably, probably the only family recipe that we, we make *t*-1 and it's really for special occasions is cheese cake,"	"the only family recipe that we, we make *t*-1"	"that we, we make *t*-1"	"the only family recipe that we, we make *t*-1"	is	the	recipe	nonempty	copula	adjacent	unique	that	we	1pro	3		1291	" ""FEMALE"""	1945	45	" ""NYC"""	3	" ""CASH"""	121	140	A	3085	323	CHILD CARE	1	1	1
95499:16	"however, this isn't a problem that we have *t*-1 either alcohol or drug,"	a problem that we have *t*-1	that we have *t*-1	this	is	a	problem	nonempty	copula	adjacent	indefinite	that	we	1pro	2		1292	" ""FEMALE"""	1942	48	" ""NORTH MIDLAND"""	3	" ""CASH"""	29	42	A	3096	329	WOMEN'S ROLES	4	3	1
99465:23	"was it alpine 0 *t*-1 was another ski slope that we went to *t*-2,"	another ski slope that we went to *t*-2	that we went to *t*-2	alpine	was	another	slope	nonempty	copula	adjacent	pronoun	that	we	1pro	3		1035	" ""FEMALE"""	1953	37	" ""NORTH MIDLAND"""	2	" ""GIFT"""	102	172	B	3131	305	CARE OF THE ELDERLY	1	1	1
138681:126	"i think 0 it's a trend that *t*-3's, that *t*-4's, that *t*-1's, uh, probably may go nationwide eventually because i think 0 national health is something that we all need *t*-2."	something that we all need *t*-2	that we all need *t*-2	national health	is	something	something	empty	copula	adjacent	pronoun	that	we all	1pro	3		1424	" ""MALE"""	1958	32	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	10	16	B	3697	318	AUTO REPAIRS	1	1	1
3284:08:00	is that the kind of music that you like *t*-1?	the kind of music that you like *t*-1	that you like *t*-1		is	the	kind	empty	copula	adjacent	definite	that	you	2pro	2		1167	" ""MALE"""	1969	21	" ""NORTHERN"""	3	" ""CASH"""	47	85	A	2032	308	MUSIC	3	2	2
8650:11:00	or what's the specialty that you're looking for *t*-1 *t*-2?	the specialty that you're looking for *t*-1	that you're looking for *t*-1	what	is	the	specialty	nonempty	copula	adjacent	definite	that	you	2pro	3		1167	" ""MALE"""	1969	21	" ""NORTHERN"""	3	" ""CASH"""	57	90	A	2092	357	FAMILY FINANCE	2	1	1
8735:09:00	that's something that you can use *t*-1.	something that you can use *t*-1	that you can use *t*-1	that	is	something	something	empty	copula	adjacent	pronoun	that	you	2pro	3		1167	" ""MALE"""	1969	21	" ""NORTHERN"""	3	" ""CASH"""	89	143	A	2092	357	FAMILY FINANCE	2	1	1
105920:18	"but in the addison, well about everything that you could want *t*-1 in dallas is in the addison area, anyway."	about everything that you could want *t*-1 in dallas	that you could want *t*-1	about everything that you could want *t*-1 in dallas	is	about	everything	empty	copula	adjacent	pronoun	that	you	2pro	5	"There is an argument for copula, but as it's location, I coded it as existential.  No it's a copula"	1305	" ""FEMALE"""	1942	48	" ""NORTH MIDLAND"""	2	" ""CASH"""	64	97	B	3200	357	FAMILY FINANCE	1	1	1
107754:13	"well this is a subject that you never think 0 you'll be assigned *-1 to *t*-2. one that *t*-3 kind of comes up when you've lost it, the others, other subjects *t*-4."	a subject that you never think 0 you'll be assigned *-1 to *t*-2	that you never think 0 you'll be assigned *-1 to *t*-2	this	is	a	subject	nonempty	copula	adjacent	indefinite	that	you	2pro	7		1353	" ""MALE"""	1943	47	" ""MIXED"""	3	" ""NONE"""	58	79	B	3229	306	RECIPES/FOOD/COOKING	1	1	1
117567:11	"and there's nothing 0 you could say *t*-1 bad about him, except that i was more of a cat or a small dog *ich*-2 person that you could sit *t*-3 in the chair and cuddle *t*-3."	 a small dog *ich*-2 person that you could sit *t*-3 in the chair and cuddle *t*-3.	that you could sit *t*-3 in the chair and cuddle *t*-3.	there	is	a	person	empty	copula	adjacent	indefinite	that	you	2pro	8	"This was not in the original data, but I thought it might be helpful.  The second RC is not in an existential matrix."	1417	" ""FEMALE"""	1962	28	" ""SOUTH MIDLAND"""	2	" ""CASH"""	20	34	B	3333	312	CRIME	1	1	1
121662:54	"and, um, we're, we're just getting into the fajitas and all that stuff that you could,"	all that stuff that you could	that you could	we	are	all	stuff	empty	copula	adjacent	definite	that	you	2pro	2	 Couldn't get an RC length because the sentence is not complete	1424	" ""MALE"""	1958	32	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	14	21	B	3382	368	SPACE FLIGHT AND EXPLORATION	1	1	1
129664:32	"uh, well, is your father's cafe, uh, one that you could cater out of *t*-1?"	one that you could cater out of *t*-1	that you could cater out of *t*-1	your father's café	was	one	one	empty	copula	adjacent	indefinite	that	you	2pro	5		1455	" ""FEMALE"""	1960	30	" ""WESTERN"""	2	" ""CASH"""	43	53	A	3523	329	WOMEN'S ROLES	2	2	2
133336:45	that's the thing is * just to look at the school system in the area that you move into *t*-1 before you.	the area that you move into *t*-1	that you move into *t*-1	that	ia	the	area	nonempty	copula	adjacent	definite	that	you	2pro	3		1051	" ""MALE"""	1954	36	" ""SOUTH MIDLAND"""	2	" ""CASH"""	55	72	A	3584	343	HOUSES	2	1	1
13816:46	"i mean, that is, you know, just a, a rate that you have *-1 to pay *t*-2"	a rate that you have *-1 to pay *t*-2	that you have *-1 to pay *t*-2	that	is	a	rate	nonempty	copula	adjacent	indefinite	that	you	2pro	4		1002	" ""FEMALE"""	1963	27	" ""SOUTHERN"""	2	" ""GIFT"""	7	18	A	2154	349	NEWS MEDIA	2	2	2
138438:40	it's an opportunity * to get out and relieve some of the pressure that you feel *t*-1 day to day	the pressure that you feel *t*-1 day to day	that you feel *t*-1 day to day	it	is	the	pressure	nonempty	copula	adjacent	definite	that	you	2pro	5		1436	" ""MALE"""	1940	50	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	5	8	A	3691	351	PETS	1	1	1
14042:29	"h-, are you pleased with the news coverage that you're receiving *t*-1?"	the news coverage that you're receiving *t*-1	that you're receiving *t*-1	h-	are	the	coverage	nonempty	copula	adjacent	definite	that	you	2pro	2		1024	" ""MALE"""	1964	26	" ""NORTH MIDLAND"""	2	" ""GIFT"""	6	7	B	2157	307	FOOTBALL	2	1	3
146969:9	they're a leather boot that you wear *t*-1	a leather boot that you wear *t*-1	that you wear *t*-1	they	are	a	boot	nonempty	copula	adjacent	indefinite	that	you	2pro	2		1514	" ""FEMALE"""	1959	31	" ""WESTERN"""	2	" ""CASH"""	24	36	B	3993	350	PAINTING	1	2	3
149578:8	is that the only pet that you have *t*-1?	the only pet that you have *t*-1	that you have *t*-1	that	is	the	pet	nonempty	copula	adjacent	unique	that	you	2pro	2		1471	" ""MALE"""	1952	38	" ""NORTH MIDLAND"""	3	" ""CASH"""	57	104	B	4048	354	DRUG TESTING	1	1	1
153672:17	"uh, cars are definitely something that you have *-1 to figure *t*-2 into your budget. not only for * buying them, but for * keeping them on the road too."	something that you have *-1 to figure *t*-2 into your budget. 	that you have *-1 to figure *t*-2 into your budget. 	cars	are	something	something	empty	copula	adjacent	pronoun	that	you	2pro	7		1599	" ""FEMALE"""	1963	27	" ""NORTHERN"""	2	" ""CASH"""	22	29	A	4108	305	CARE OF THE ELDERLY	1	1	1
154317:42	"but you're wondering my, when you put down all the money that you do bring *t*-1 in *t*-2"	all the money that you do bring *t*-1 in	that you do bring *t*-1 in	you	are	all	money	nonempty	copula	adjacent	definite	that	you	2pro	4		1533	" ""MALE"""	1965	25	" ""NORTH MIDLAND"""	3	" ""CASH"""	69	108	A	4114	302	AIR POLLUTION	2	2	2
156431:23	"well, but the but the ne-, news, news that you would get *t*-1 from any other source is being generated *-2 from that event, which *t*-3 is something that *t*-4's good *ich*-5 also about c span which i, i tune into *t*-6 every once in a while."	"the ne-, news, news that you would get *t*-1 from any other source"	that you would get *t*-1 from any other source	"the ne-, news, news that you would get *t*-1 from any other source"	is	the	news	nonempty	copula	adjacent	definite	that	you	2pro	6		1524	" ""MALE"""	1963	27	" ""WESTERN"""	2	" ""CASH"""	35	65	A	4152	341	TRIAL BY JURY	1	1	1
160120:58	"there's always, they're always laying people off, which *t*-2 is another benefit that you can have *t*-1 other than salary is trade that off for security."	another benefit that you can have *t*-1 other than salary	that you can have *t*-1 other than salary	they're always laying people off	is	another	benefit	nonempty	copula	adjacent	pronoun	that	you	2pro	6		1546	" ""MALE"""	1952	38	" ""WESTERN"""	2	" ""CASH"""	56	90	B	4316	312	CRIME	2	3	2
164262:8	is that something that you'd be interested in *t*-1	something that you'd be interested in *t*-1	that you'd be interested in *t*-1	that	is	something	something	empty	copula	adjacent	pronoun	that	you	2pro	4		1599	" ""FEMALE"""	1963	27	" ""NORTHERN"""	2	" ""CASH"""	63	76	A	4360	334	SOCIAL CHANGE	1	2	1
167115:75	"and after the fact, the state of pennsylvania can find out about it and send you a bill for the sales tax appropriate to that item that you purchased *t*-2 as well as interest and penalties from the time that you bought it *t*-1."	that item that you purchased *t*-2	that you purchased *t*-2	the state of pennsylvania	send	that	item	empty	copula	adjacent	definite	that	you	2pro	2	"counted ""this"" and ""that' as definite"	1199	" ""MALE"""	1941	49	" ""SOUTHERN"""	3	" ""CASH"""	38	66	A	4603	327	UNIVERSAL PBLIC SERV	3	1	1
167126:69	"i mean what if you don't even realize that you're subject to * paying, uh, income tax on something that you purchase *t*-1 mail order?"	something that you purchase *t*-1 mail order	that you purchase *t*-1 mail order	you	are	something	something	empty	copula	adjacent	pronoun	that	you	2pro	4		1540	" ""MALE"""	1963	27	" ""NORTHERN"""	2	" ""CASH"""	43	72	B	4603	327	UNIVERSAL PBLIC SERV	3	1	1
167162:3	the business that you purchase the thing from *t*-1 is responsible for * collecting the appropriate sales tax and forwarding it to the state in question.	the business that you purchase the thing from *t*-1	that you purchase the thing from *t*-1	the business that you purchase the thing from *t*-1	is	the	business	nonempty	copula	adjacent	definite	that	you	2pro	5		1660	" ""FEMALE"""	1959	31	" ""WESTERN"""	1	" ""CASH"""	11	16	A	4608	312	CRIME	3	1	1
169459:60	"if you were deeply involved in it, then you immediately realize that what they print *t*-1 is stuff that you probably knew *t*-5 already and the stuff that you want *t*-2 they're not printing *t*-4 because the average person doesn't need or want *-3 to know that much."	stuff that you probably knew *t*-5 already	that you probably knew *t*-5 already	what they print	is	stuff	stuff	empty	copula	adjacent	indefinite	that	you	2pro	4		1647	" ""MALE"""	1963	27	" ""SOUTHERN"""	2	" ""CASH"""	4	8	B	4682	366	CONSUMER GOODS	1	1	1
169459:87	"if you were deeply involved in it, then you immediately realize that what they print *t*-1 is stuff that you probably knew *t*-5 already and the stuff that you want *t*-2 they're not printing *t*-4 because the average person doesn't need or want *-3 to know that much."	the stuff that you want *t*-2	that you want *t*-2	what they print	is	the	stuff	empty	copula	adjacent	definite	that	you	2pro	2		1647	" ""MALE"""	1963	27	" ""SOUTHERN"""	2	" ""CASH"""	4	8	B	4682	366	CONSUMER GOODS	1	1	1
17535:32	"do you go through this, is this something that you go through *t*-1 every year."	something that you go through *t*-1 every year	that you go through 	this	is	something	something	empty	copula	adjacent	pronoun	that	you	2pro	3		1139	" ""MALE"""	1956	34	" ""NORTHERN"""	2	" ""CASH"""	111	167	A	2229	356	EXERCISE AND FITNESS	2	2	2
175965:26	"so but the other thing that you referred to *t*-2 that *t*-3 always sounds really interesting to me is, is called *-4 c span."	the other thing that you referred to *t*-2 that *t*-3 always sounds really interesting to me	that you referred to *t*-2	the other thing that you referred to *t*-2 that *t*-3 always sounds really interesting to me	is	the	thing	empty	copula	adjacent	definite	that	you	2pro	3		1662	" ""MALE"""	1959	31	" ""WESTERN"""	2	" ""CASH"""	94	120	B	4936	370	WOODWORKING	2	1	1
19024:28	"at first it was the, the little extra money that you got *t*-1, you know, *-2 returning the cans in and stuff like that."	"the little extra money that you got *t*-1, you know, *-2 returning the cans in"	"that you got *t*-1, you know, *-2 returning the cans in"	it	was	the	money	nonempty	copula	adjacent	definite	that	you	2pro	2		1078	" ""MALE"""	1964	26	" ""MIXED"""	9	" ""GIFT"""	145	218	A	2252	338	SOVIET UNION	4	2	3
19047:23	"and then the, plus the time that you waste *t*-1 *-2 standing in line is valuable also."	the time that you waste *t*-1 *-2 standing in line	that you waste *t*-1 *-2 standing in line	the time that you waste *t*-1 *-2 standing in line	is	the	time	empty	copula	adjacent	definite	that	you	2pro	2		1149	" ""FEMALE"""	1954	36	" ""NORTH MIDLAND"""	2	" ""GIFT"""	6	10	B	2253	311	BOOKS AND LITERATURE	3	2	2
19914:9	"which is about the developmental level that, you know, you need *-1 to be at *t*-2 *-1 to read those things,"	"about the developmental level that, you know, you need *-1 to be at *t*-2 *-1 to read those things"	"that, you know, you need *-1 to be at *t*-2 *-1 to read those things"	which	is	about	level	nonempty	copula	adjacent	definite	that	you	2pro	6		1047	" ""MALE"""	1963	27	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	93	158	A	2260	340	TAXES	3	3	1
22086:43	"that, that's, that's crime that you can't fight *t*-1 it if you need that money."	crime that you can't fight *t*-1 it if you need that money	that you can't fight *t*-1 it if you need that money	that	is	crime	crime	nonempty	copula	adjacent	indefinite	that	you	2pro	3		1053	" ""FEMALE"""	1967	23	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	103	150	A	2290	360	FISHING	1	1	1
25765:40	"and it's, you know, it's a game that you don't,"	a game that you don't	that you don't	it	is	a	game	nonempty	copula	adjacent	indefinite	that	you	2pro	2	Can't get a complete RC length count because the sentence is incomplete	1101	" ""MALE"""	1939	51	" ""SOUTH MIDLAND"""	3	" ""GIFT"""	10	15	B	2336	320	BUYING A CAR	1	1	1
26571:54	"well, it's very easy when you get a top-, you get on a topic that, you know, you enjoy *t*-1 *t*-2."	"a topic that, you know, you enjoy *t*-1"	"that, you know, you enjoy *t*-1"	you	get	a	topic	nonempty	copula	adjacent	indefinite	that	you	2pro	3		1026	" ""FEMALE"""	1957	33	" ""SOUTHERN"""	2	" ""GIFT"""	96	155	B	2362	353	PUBLIC EDUCATION	2	2	2
31123:42	"of course, it *exp*-2's a little hard * to tell from the information that you get *t*-3 from your child, you know."	"the information that you get *t*-3 from your child, you know"	"that you get *t*-3 from your child, you know"	it 	is	the	information	nonempty	copula	adjacent	definite	that	you	2pro	5		1214	" ""FEMALE"""	1960	30	" ""NEW ENGLAND"""	2	" ""CASH"""	23	43	A	2423	364	HOBBIES AND CRAFTS	2	2	1
37597:25	"th-, i think 0 the best thing that you can do *t*-1 is * go with, um, the players that *t*-6 are, that *t*-2 have the talent 0 * to do the best years *t*-4. and, um, that *t*-3 they hadn't had these, uh, gigantic, uh, career years yet and, and just kind of assume that, you know, so-, one of them is going *-5 to break through eventually,"	the best thing that you can do *t*-1	that you can do *t*-1	the best thing that you can do *t*-1	is	the	thing	empty	copula	adjacent	unique	that	you	2pro	3		1107	" ""FEMALE"""	1961	29	" ""WESTERN"""	2	" ""GIFT"""	82	151	B	2465	325	COMPUTERS	3	2	2
38823:51	"i'd say 0 reading is probably one of my biggest ones, because it's the type of thing that you can, you can do *t*-1 a little bit at a time, whereas,"	"the type of thing that you can, you can do *t*-1 a little bit at a time"	"that you can, you can do *t*-1 a little bit at a time"	it	is	the	type	empty	copula	adjacent	definite	that	you	2pro	11	Counted repeated words in RC length	1002	" ""FEMALE"""	1963	27	" ""SOUTHERN"""	2	" ""GIFT"""	100	129	B	2472	306	RECIPES/FOOD/COOKING	1	1	1
51106:83	"and i said, uh, i just wanted *-3 to let you know that the credit agency 0 you're using *t*-1 is incorrectly reporting the information that you're providing *t*-2 to them."	the information that you're providing *t*-2 to them	that you're providing *t*-2 to them	the credit agency 0 you're using *t*-1	're	the	information	nonempty	copula	adjacent	definite	that	you	2pro	4		1027	" ""FEMALE"""	1961	29	" ""NORTH MIDLAND"""	2	" ""CASH"""	158	229	B	2566	323	CHILD CARE	2	2	2
52018:36	"what *t*-1's, what *t*-2's your most recent one that you've seen *t*-3?"	your most recent one that you've seen *t*-3	that you've seen *t*-3	what	is	your	one	empty	copula	adjacent	unique	that	you	2pro	2		1014	" ""FEMALE"""	1947	43	" ""MIXED"""	1	" ""GIFT"""	78	151	B	2571	322	CAPITAL PUNISHMENT	1	2	1
52417:19	i hear 0 that's the one that you really need *-1 to see *t*-2 at the theater instead of home video.	the one that you really need *-1 to see *t*-2 at the theater instead of home video	that you really need *-1 to see *t*-2 at the theater instead of home video	that	is	the	one	empty	copula	adjacent	definite	that	you	2pro	9		1204	" ""FEMALE"""	1951	39	" ""NORTHERN"""	3	" ""GIFT"""	136	212	B	2584	321	CAMPING	5	5	1
54134:28	"it's, it's something that you can really talk about *t*-1."	something that you can really talk about *t*-1	that you can really talk about *t*-1	it	is	something	something	empty	copula	adjacent	pronoun	that	you	2pro	5		1042	" ""FEMALE"""	1938	52	" ""NEW ENGLAND"""	1	" ""CASH"""	133	277	B	2598	348	MOVIES	1	1	1
54708:46	"i mean, i think 0 roseanne arquett *ich*-2 was in it too, another one that if you blink you'd miss *t*-1 her."	another one that if you blink you'd miss *t*-1 her	that if you blink you'd miss *t*-1 her	roseanne arquett *ich*-2	was	another	one	empty	copula	adjacent	pronoun	that	you	2pro	5		1232	" ""MALE"""	1958	32	" ""SOUTH MIDLAND"""	3	" ""CASH"""	53	123	A	2602	338	SOVIET UNION	1	1	2
